invoice_id,sale_date,customer_id,product_id,store_id,quantity,gross_sales,tax,total_sales,payment_method,rating
INV00320,2024-06-16,C0022,P001,S003,3,55.50,2.78,58.28,Cash,8.00
INV00321,2024-08-23,C0122,P001,S002,1,18.50,0.93,19.43,Upi,6.80
INV00322,2024-03-15,C0127,P003,S002,1,9.50,0.48,9.98,Cash,6.20
INV00323,2024-01-01,C0113,P007,S001,2,16.00,0.80,16.80,Card,9.20
INV00324,2024-03-11,C0132,P014,S003,4,48.00,2.40,50.40,Card,6.20
INV00325,2024-09-11,C0031,P005,S001,3,19.50,0.98,20.48,Card,8.80
INV00326,2024-11-19,C0026,P017,S002,3,60.00,3.00,63.00,Card,7.50
INV00327,2024-01-20,C0119,P009,S002,2,23.00,1.15,24.15,Card,8.80
INV00328,2024-02-19,C0216,P017,S003,1,20.00,1.00,21.00,Cash,6.60
INV00329,2024-10-01,C0031,P016,S002,3,27.00,1.35,28.35,Upi,6.00
INV00330,2024-11-01,C0063,P004,S002,1,7.00,0.35,7.35,Upi,7.00
INV00331,2024-03-01,C0136,P002,S001,2,24.00,1.20,25.20,Card,7.00
INV00332,2024-08-05,C0045,P005,S002,1,6.50,0.33,6.83,Upi,6.80
INV00333,2024-04-06,C0128,P009,S003,1,11.50,0.58,12.08,Card,8.40
INV00334,2024-11-26,C0183,P017,S002,1,20.00,1.00,21.00,Upi,7.10
INV00335,2024-04-15,C0023,P016,S002,1,9.00,0.45,9.45,Upi,6.30
INV00336,2024-09-14,C0079,P008,S002,5,110.00,5.50,115.50,Card,7.70
INV00337,2024-05-24,C0215,P014,S003,4,48.00,2.40,50.40,Card,8.00
INV00338,2024-08-31,C0072,P018,S002,4,128.00,6.40,134.40,Card,7.80
INV00339,2024-02-24,C0068,P002,S002,1,12.00,0.60,12.60,Card,6.30
INV00340,2024-03-24,C0150,P009,S002,1,11.50,0.58,12.08,Upi,6.10
INV00341,2024-10-20,C0070,P016,S001,2,18.00,0.90,18.90,Card,7.30
INV00342,2024-04-22,C0076,P013,S001,1,15.00,0.75,15.75,Upi,6.10
INV00343,2024-08-04,C0017,P017,S002,3,60.00,3.00,63.00,Upi,5.60
INV00344,2024-10-09,C0047,P010,S003,2,10.00,0.50,10.50,Card,9.40
INV00345,2024-05-09,C0122,P002,S001,2,24.00,1.20,25.20,Upi,6.60
INV00346,2024-06-16,C0040,P003,S002,2,19.00,0.95,19.95,Upi,6.20
INV00347,2024-01-16,C0111,P006,S003,4,56.00,2.80,58.80,Cash,9.80
INV00348,2024-05-31,C0065,P007,S003,1,8.00,0.40,8.40,Upi,8.10
INV00349,2024-07-11,C0022,P009,S002,2,23.00,1.15,24.15,Card,5.90
INV00350,2024-06-16,C0159,P009,S003,1,11.50,0.58,12.08,Cash,6.60
INV00351,2024-11-13,C0044,P018,S003,2,64.00,3.20,67.20,Card,9.30
INV00352,2024-09-30,C0097,P009,S001,1,11.50,0.58,12.08,Upi,7.80
INV00353,2024-06-27,C0202,P010,S003,3,15.00,0.75,15.75,Upi,7.00
INV00354,2024-08-22,C0116,P016,S003,1,9.00,0.45,9.45,Cash,6.60
INV00355,2024-02-09,C0129,P003,S003,1,9.50,0.48,9.98,Card,7.10
INV00356,2024-10-19,C0102,P018,S003,2,64.00,3.20,67.20,Upi,6.10
INV00357,2024-06-16,C0029,P003,S002,2,19.00,0.95,19.95,Card,9.30
INV00358,2024-08-05,C0146,P002,S001,2,24.00,1.20,25.20,Card,9.00
INV00359,2024-02-12,C0016,P003,S001,3,28.50,1.43,29.93,Card,9.70
INV00360,2024-07-22,C0122,P008,S002,2,44.00,2.20,46.20,Upi,7.50
INV00361,2024-05-22,C0193,P015,S002,2,70.00,3.50,73.50,Card,6.50
INV00362,2024-04-01,C0136,P010,S002,1,5.00,0.25,5.25,Upi,6.20
INV00363,2024-07-01,C0027,P006,S002,4,56.00,2.80,58.80,Upi,8.00
INV00364,2024-07-29,C0100,P012,S003,1,18.00,0.90,18.90,Card,9.00
INV00365,2024-06-21,C0198,P001,S001,2,37.00,1.85,38.85,Upi,6.30
INV00366,2024-08-26,C0123,P009,S002,1,11.50,0.58,12.08,Upi,9.40
INV00367,2024-03-03,C0068,P008,S003,5,110.00,5.50,115.50,Cash,8.80
INV00368,2024-08-13,C0148,P009,S002,2,23.00,1.15,24.15,Card,6.70
INV00369,2024-04-22,C0115,P002,S002,3,36.00,1.80,37.80,Upi,6.60
INV00370,2024-07-11,C0118,P004,S001,1,7.00,0.35,7.35,Upi,5.50
INV00371,2024-04-27,C0050,P007,S001,3,24.00,1.20,25.20,Upi,9.30
INV00372,2024-07-17,C0045,P014,S001,2,24.00,1.20,25.20,Upi,9.10
INV00373,2024-09-05,C0021,P016,S002,1,9.00,0.45,9.45,Upi,9.70
INV00374,2024-06-25,C0103,P001,S003,1,18.50,0.93,19.43,Card,8.90
INV00375,2024-09-12,C0124,P014,S001,1,12.00,0.60,12.60,Card,8.90
INV00376,2024-02-28,C0002,P003,S002,3,28.50,1.43,29.93,Upi,8.70
INV00377,2024-03-14,C0164,P005,S003,4,26.00,1.30,27.30,Card,8.90
INV00378,2024-12-23,C0006,P018,S001,2,64.00,3.20,67.20,Upi,7.00
INV00379,2024-08-11,C0060,P006,S002,1,14.00,0.70,14.70,Upi,5.60
INV00380,2024-11-26,C0031,P003,S002,1,9.50,0.48,9.98,Card,6.50
INV00381,2024-11-11,C0033,P004,S002,1,7.00,0.35,7.35,Cash,5.90
INV00382,2024-06-21,C0240,P013,S002,1,15.00,0.75,15.75,Upi,5.70
INV00383,2024-09-03,C0148,P008,S002,1,22.00,1.10,23.10,Upi,7.00
INV00384,2024-01-19,C0064,P004,S003,1,7.00,0.35,7.35,Upi,6.70
INV00385,2024-07-08,C0195,P018,S002,2,64.00,3.20,67.20,Card,6.70
INV00386,2024-10-30,C0100,P016,S001,3,27.00,1.35,28.35,Upi,8.40
INV00387,2024-01-01,C0142,P012,S003,2,36.00,1.80,37.80,Card,8.30
INV00388,2024-11-29,C0110,P002,S002,2,24.00,1.20,25.20,Upi,7.30
INV00389,2024-05-28,C0021,P008,S001,2,44.00,2.20,46.20,Card,7.70
INV00390,2024-10-18,C0170,P005,S002,2,13.00,0.65,13.65,Upi,5.80
INV00391,2024-08-26,C0090,P007,S001,1,8.00,0.40,8.40,Upi,8.50
INV00392,2024-02-11,C0064,P012,S002,1,18.00,0.90,18.90,Card,5.70
INV00393,2024-01-27,C0066,P006,S002,1,14.00,0.70,14.70,Cash,6.90
INV00394,2024-05-20,C0052,P016,S001,1,9.00,0.45,9.45,Cash,8.70
INV00395,2024-08-11,C0099,P005,S001,1,6.50,0.33,6.83,Upi,5.60
INV00396,2024-04-21,C0083,P006,S002,5,70.00,3.50,73.50,Upi,8.60
INV00397,2024-04-26,C0113,P015,S003,1,35.00,1.75,36.75,Card,6.00
INV00398,2024-08-16,C0125,P012,S003,4,72.00,3.60,75.60,Cash,5.70
INV00399,2024-02-22,C0199,P010,S001,1,5.00,0.25,5.25,Upi,8.60
INV00400,2024-01-06,C0008,P016,S002,3,27.00,1.35,28.35,Cash,6.10
INV00401,2024-02-02,C0146,P008,S002,1,22.00,1.10,23.10,Cash,8.00
INV00402,2024-07-22,C0150,P008,S003,3,66.00,3.30,69.30,Cash,9.60
INV00403,2024-07-25,C0086,P003,S003,1,9.50,0.48,9.98,Card,5.70
INV00404,2024-03-13,C0021,P010,S001,2,10.00,0.50,10.50,Card,6.40
INV00405,2024-10-25,C0129,P018,S002,1,32.00,1.60,33.60,Card,6.10
INV00406,2024-01-26,C0052,P010,S003,3,15.00,0.75,15.75,Cash,5.80
INV00407,2024-10-13,C0137,P004,S003,2,14.00,0.70,14.70,Upi,7.00
INV00408,2024-12-07,C0007,P016,S002,1,9.00,0.45,9.45,Upi,5.50
INV00409,2024-03-16,C0065,P007,S001,2,16.00,0.80,16.80,Card,10.00
INV00410,2024-08-09,C0031,P007,S003,1,8.00,0.40,8.40,Cash,6.40
INV00411,2024-04-21,C0037,P013,S003,1,15.00,0.75,15.75,Cash,8.10
INV00412,2024-12-24,C0221,P003,S002,2,19.00,0.95,19.95,Card,6.50
INV00413,2024-12-14,C0086,P011,S002,3,75.00,3.75,78.75,Upi,5.80
INV00414,2024-11-05,C0045,P009,S002,4,46.00,2.30,48.30,Upi,9.90
INV00415,2024-05-04,C0109,P009,S001,1,11.50,0.58,12.08,Upi,8.40
INV00416,2024-09-19,C0007,P013,S001,1,15.00,0.75,15.75,Cash,7.80
INV00417,2024-12-06,C0022,P005,S002,5,32.50,1.62,34.12,Upi,7.80
INV00418,2024-07-24,C0122,P013,S002,3,45.00,2.25,47.25,Card,8.90
INV00419,2024-10-26,C0022,P003,S001,2,19.00,0.95,19.95,Upi,9.80
INV00420,2024-03-07,C0001,P002,S001,2,24.00,1.20,25.20,Card,6.50
INV00421,2024-01-17,C0106,P007,S002,1,8.00,0.40,8.40,Upi,6.80
INV00422,2024-10-03,C0039,P016,S002,1,9.00,0.45,9.45,Card,9.20
INV00423,2024-12-04,C0067,P003,S001,4,38.00,1.90,39.90,Card,5.60
INV00424,2024-04-03,C0137,P002,S002,3,36.00,1.80,37.80,Card,8.90
INV00425,2024-08-14,C0015,P009,S003,1,11.50,0.58,12.08,Upi,5.50
INV00426,2024-09-25,C0014,P013,S002,1,15.00,0.75,15.75,Upi,9.20
INV00427,2024-06-18,C0062,P015,S001,1,35.00,1.75,36.75,Card,8.80
INV00428,2024-07-07,C0001,P017,S003,3,60.00,3.00,63.00,Cash,10.00
INV00429,2024-06-20,C0035,P009,S002,2,23.00,1.15,24.15,Upi,8.50
INV00430,2024-06-28,C0122,P002,S003,4,48.00,2.40,50.40,Card,8.80
INV00431,2024-08-28,C0097,P010,S001,3,15.00,0.75,15.75,Upi,8.50
INV00432,2024-01-01,C0061,P005,S001,2,13.00,0.65,13.65,Card,9.40
INV00433,2024-12-24,C0084,P016,S002,2,18.00,0.90,18.90,Card,7.30
INV00434,2024-02-07,C0219,P004,S001,2,14.00,0.70,14.70,Card,8.10
INV00435,2024-02-18,C0079,P001,S002,1,18.50,0.93,19.43,Upi,9.60
INV00436,2024-09-19,C0097,P014,S001,1,12.00,0.60,12.60,Upi,6.80
INV00437,2024-09-22,C0122,P012,S002,3,54.00,2.70,56.70,Card,6.60
INV00438,2024-09-22,C0113,P014,S002,3,36.00,1.80,37.80,Cash,6.40
INV00439,2024-05-18,C0021,P008,S002,1,22.00,1.10,23.10,Upi,5.70
INV00440,2024-03-06,C0157,P006,S002,2,28.00,1.40,29.40,Card,8.90
INV00441,2024-01-30,C0175,P004,S001,2,14.00,0.70,14.70,Card,8.70
INV00442,2024-05-16,C0091,P010,S002,1,5.00,0.25,5.25,Cash,6.80
INV00443,2024-06-15,C0074,P002,S002,3,36.00,1.80,37.80,Upi,5.50
INV00444,2024-09-02,C0032,P015,S001,3,105.00,5.25,110.25,Card,6.00
INV00445,2024-01-27,C0148,P009,S001,2,23.00,1.15,24.15,Upi,6.30
INV00446,2024-08-12,C0218,P011,S001,1,25.00,1.25,26.25,Cash,9.10
INV00447,2024-09-27,C0104,P001,S002,1,18.50,0.93,19.43,Card,5.70
INV00448,2024-10-25,C0069,P006,S001,1,14.00,0.70,14.70,Upi,8.90
INV00449,2024-11-19,C0226,P014,S002,3,36.00,1.80,37.80,Cash,7.70
INV00450,2024-11-11,C0071,P004,S002,1,7.00,0.35,7.35,Upi,6.20
INV00451,2024-04-07,C0078,P011,S003,3,75.00,3.75,78.75,Cash,9.30
INV00452,2024-05-07,C0141,P009,S003,2,23.00,1.15,24.15,Card,7.50
INV00453,2024-10-30,C0208,P016,S001,1,9.00,0.45,9.45,Cash,8.70
INV00454,2024-05-14,C0148,P014,S002,1,12.00,0.60,12.60,Upi,8.40
INV00455,2024-02-16,C0021,P005,S002,5,32.50,1.62,34.12,Cash,6.40
INV00456,2024-08-08,C0181,P007,S002,1,8.00,0.40,8.40,Card,7.20
INV00457,2024-12-02,C0146,P017,S001,2,40.00,2.00,42.00,Upi,6.90
INV00458,2024-07-07,C0177,P001,S003,1,18.50,0.93,19.43,Upi,8.40
INV00459,2024-12-18,C0068,P011,S001,5,125.00,6.25,131.25,Upi,7.70
INV00460,2024-11-03,C0206,P002,S003,1,12.00,0.60,12.60,Cash,6.60
INV00461,2024-09-12,C0150,P007,S001,2,16.00,0.80,16.80,Card,7.10
INV00462,2024-07-03,C0094,P015,S001,3,105.00,5.25,110.25,Card,8.70
INV00463,2024-05-12,C0127,P015,S001,2,70.00,3.50,73.50,Cash,8.60
INV00464,2024-11-06,C0003,P017,S002,4,80.00,4.00,84.00,Card,9.20
INV00465,2024-06-13,C0133,P011,S003,2,50.00,2.50,52.50,Cash,6.60
INV00466,2024-02-10,C0066,P001,S002,1,18.50,0.93,19.43,Cash,7.70
INV00467,2024-07-07,C0066,P012,S002,2,36.00,1.80,37.80,Upi,8.80
INV00468,2024-12-11,C0136,P012,S003,5,90.00,4.50,94.50,Cash,8.30
INV00469,2024-11-22,C0040,P018,S003,2,64.00,3.20,67.20,Upi,6.90
INV00470,2024-01-09,C0229,P015,S003,2,70.00,3.50,73.50,Card,9.20
INV00471,2024-06-17,C0118,P003,S001,1,9.50,0.48,9.98,Card,9.00
INV00472,2024-04-15,C0154,P018,S003,3,96.00,4.80,100.80,Upi,5.70
INV00473,2024-03-07,C0061,P016,S001,3,27.00,1.35,28.35,Card,8.60
INV00474,2024-10-18,C0142,P010,S001,5,25.00,1.25,26.25,Card,6.50
INV00475,2024-06-13,C0088,P002,S003,1,12.00,0.60,12.60,Upi,9.90
INV00476,2024-10-07,C0143,P013,S002,1,15.00,0.75,15.75,Upi,7.90
INV00477,2024-06-19,C0026,P015,S001,3,105.00,5.25,110.25,Card,9.30
INV00478,2024-06-17,C0138,P006,S001,2,28.00,1.40,29.40,Upi,6.40
INV00479,2024-03-14,C0048,P008,S003,4,88.00,4.40,92.40,Cash,9.40
INV00480,2024-06-05,C0230,P018,S001,1,32.00,1.60,33.60,Card,8.70
INV00481,2024-04-19,C0061,P001,S001,1,18.50,0.93,19.43,Card,7.50
INV00482,2024-01-28,C0100,P004,S002,2,14.00,0.70,14.70,Upi,5.80
INV00483,2024-02-28,C0142,P007,S003,3,24.00,1.20,25.20,Upi,8.70
INV00484,2024-08-15,C0149,P004,S003,2,14.00,0.70,14.70,Cash,7.10
INV00485,2024-11-30,C0159,P017,S002,2,40.00,2.00,42.00,Cash,8.20
INV00486,2024-09-27,C0136,P004,S002,1,7.00,0.35,7.35,Card,9.10
INV00487,2024-10-15,C0013,P009,S003,1,11.50,0.58,12.08,Upi,5.70
INV00488,2024-07-01,C0012,P003,S001,1,9.50,0.48,9.98,Cash,5.80
INV00489,2024-08-13,C0132,P011,S001,2,50.00,2.50,52.50,Upi,9.30
INV00490,2024-07-09,C0081,P012,S002,3,54.00,2.70,56.70,Card,8.10
INV00491,2024-03-05,C0012,P018,S003,1,32.00,1.60,33.60,Card,5.90
INV00492,2024-07-15,C0125,P010,S001,1,5.00,0.25,5.25,Cash,9.50
INV00493,2024-02-22,C0022,P002,S003,2,24.00,1.20,25.20,Upi,6.30
INV00494,2024-08-10,C0029,P016,S003,1,9.00,0.45,9.45,Card,8.40
INV00495,2024-05-09,C0073,P005,S002,1,6.50,0.33,6.83,Cash,9.00
INV00496,2024-11-02,C0195,P004,S003,2,14.00,0.70,14.70,Card,6.80
INV00497,2024-09-24,C0229,P010,S001,1,5.00,0.25,5.25,Cash,8.00
INV00498,2024-04-23,C0085,P005,S002,2,13.00,0.65,13.65,Upi,6.00
INV00499,2024-10-30,C0076,P016,S002,3,27.00,1.35,28.35,Cash,6.30
INV00500,2024-08-13,C0175,P017,S002,1,20.00,1.00,21.00,Cash,5.90
INV00501,2024-01-25,C0116,P006,S001,3,42.00,2.10,44.10,Cash,6.90
INV00502,2024-11-24,C0121,P005,S003,1,6.50,0.33,6.83,Cash,5.70
INV00503,2024-06-23,C0024,P015,S001,5,175.00,8.75,183.75,Card,5.90
INV00504,2024-08-26,C0126,P008,S002,1,22.00,1.10,23.10,Upi,7.10
INV00505,2024-11-23,C0108,P008,S003,2,44.00,2.20,46.20,Card,6.40
INV00506,2024-01-08,C0017,P008,S001,2,44.00,2.20,46.20,Cash,6.00
INV00507,2024-08-06,C0135,P002,S002,1,12.00,0.60,12.60,Card,8.70
INV00508,2024-08-05,C0072,P017,S001,3,60.00,3.00,63.00,Upi,7.10
INV00509,2024-03-24,C0235,P015,S003,1,35.00,1.75,36.75,Card,7.20
INV00510,2024-05-27,C0130,P009,S003,2,23.00,1.15,24.15,Cash,6.70
INV00511,2024-10-10,C0099,P006,S002,2,28.00,1.40,29.40,Card,8.40
INV00512,2024-08-03,C0017,P010,S001,4,20.00,1.00,21.00,Upi,7.20
INV00513,2024-03-03,C0138,P012,S003,1,18.00,0.90,18.90,Upi,10.00
INV00514,2024-04-03,C0041,P003,S002,1,9.50,0.48,9.98,Upi,6.60
INV00515,2024-01-22,C0033,P015,S001,3,105.00,5.25,110.25,Card,6.50
INV00516,2024-01-20,C0148,P015,S001,2,70.00,3.50,73.50,Card,6.90
INV00517,2024-12-22,C0110,P006,S003,4,56.00,2.80,58.80,Card,8.40
INV00518,2024-06-04,C0134,P002,S001,3,36.00,1.80,37.80,Upi,7.90
INV00519,2024-02-20,C0182,P002,S002,2,24.00,1.20,25.20,Upi,8.10
INV00520,2024-10-16,C0022,P010,S003,1,5.00,0.25,5.25,Card,6.00
INV00521,2024-04-13,C0035,P005,S003,1,6.50,0.33,6.83,Card,9.40
INV00522,2024-06-15,C0093,P008,S001,2,44.00,2.20,46.20,Upi,8.00
INV00523,2024-10-31,C0043,P015,S001,2,70.00,3.50,73.50,Card,7.20
INV00524,2024-11-10,C0090,P007,S001,2,16.00,0.80,16.80,Upi,9.20
INV00525,2024-11-27,C0148,P017,S002,5,100.00,5.00,105.00,Card,8.20
INV00526,2024-03-24,C0091,P012,S002,4,72.00,3.60,75.60,Cash,6.80
INV00527,2024-06-04,C0135,P018,S002,1,32.00,1.60,33.60,Upi,8.30
INV00528,2024-03-01,C0004,P016,S001,1,9.00,0.45,9.45,Cash,7.70
INV00529,2024-11-30,C0005,P008,S002,1,22.00,1.10,23.10,Cash,7.60
INV00530,2024-01-16,C0022,P015,S003,1,35.00,1.75,36.75,Upi,6.40
INV00531,2024-08-16,C0006,P006,S002,3,42.00,2.10,44.10,Card,7.10
INV00532,2024-06-17,C0122,P007,S003,1,8.00,0.40,8.40,Card,9.60
INV00533,2024-12-15,C0145,P009,S002,1,11.50,0.58,12.08,Upi,7.90
INV00534,2024-06-02,C0088,P018,S003,1,32.00,1.60,33.60,Cash,8.90
INV00535,2024-05-27,C0048,P018,S001,4,128.00,6.40,134.40,Card,6.70
INV00536,2024-11-02,C0069,P017,S002,2,40.00,2.00,42.00,Cash,9.10
INV00537,2024-06-14,C0111,P007,S003,3,24.00,1.20,25.20,Upi,6.40
INV00538,2024-04-30,C0120,P004,S003,3,21.00,1.05,22.05,Card,5.70
INV00539,2024-03-14,C0021,P009,S002,4,46.00,2.30,48.30,Cash,6.90
INV00540,2024-01-11,C0049,P003,S002,3,28.50,1.43,29.93,Upi,7.00
INV00541,2024-02-07,C0132,P006,S003,2,28.00,1.40,29.40,Upi,7.40
INV00542,2024-06-13,C0224,P006,S001,2,28.00,1.40,29.40,Upi,7.60
INV00543,2024-11-11,C0040,P004,S003,1,7.00,0.35,7.35,Cash,9.90
INV00544,2024-08-09,C0131,P011,S003,2,50.00,2.50,52.50,Upi,6.60
INV00545,2024-06-11,C0016,P015,S002,1,35.00,1.75,36.75,Cash,6.90
INV00546,2024-12-18,C0095,P014,S003,3,36.00,1.80,37.80,Card,8.60
INV00547,2024-12-25,C0069,P015,S003,2,70.00,3.50,73.50,Card,6.80
INV00548,2024-02-20,C0107,P017,S003,3,60.00,3.00,63.00,Upi,8.30
INV00549,2024-07-08,C0157,P013,S002,1,15.00,0.75,15.75,Upi,6.70
INV00550,2024-02-20,C0022,P009,S001,4,46.00,2.30,48.30,Card,7.90
INV00551,2024-09-06,C0087,P009,S003,2,23.00,1.15,24.15,Cash,5.50
INV00552,2024-10-07,C0025,P015,S002,2,70.00,3.50,73.50,Upi,6.30
INV00553,2024-10-23,C0011,P009,S003,1,11.50,0.58,12.08,Upi,7.20
INV00554,2024-07-24,C0010,P004,S002,1,7.00,0.35,7.35,Card,5.50
INV00555,2024-03-13,C0063,P016,S001,2,18.00,0.90,18.90,Card,7.10
INV00556,2024-09-02,C0150,P003,S001,1,9.50,0.48,9.98,Upi,9.80
INV00557,2024-05-25,C0012,P017,S002,2,40.00,2.00,42.00,Card,8.10
INV00558,2024-12-31,C0025,P006,S003,2,28.00,1.40,29.40,Upi,7.70
INV00559,2024-07-15,C0005,P013,S003,4,60.00,3.00,63.00,Cash,8.40
INV00560,2024-10-20,C0041,P007,S002,1,8.00,0.40,8.40,Card,6.10
INV00561,2024-07-30,C0123,P009,S001,5,57.50,2.88,60.38,Cash,7.00
INV00562,2024-03-25,C0179,P004,S001,1,7.00,0.35,7.35,Card,9.00
INV00563,2024-02-24,C0048,P007,S002,1,8.00,0.40,8.40,Card,7.00
INV00564,2024-11-16,C0108,P017,S003,2,40.00,2.00,42.00,Upi,5.70
INV00565,2024-06-05,C0168,P011,S001,2,50.00,2.50,52.50,Card,5.70
INV00566,2024-08-14,C0239,P017,S003,4,80.00,4.00,84.00,Card,5.60
INV00567,2024-02-02,C0073,P018,S001,2,64.00,3.20,67.20,Card,7.50
INV00568,2024-03-22,C0031,P002,S003,4,48.00,2.40,50.40,Upi,9.10
INV00569,2024-06-20,C0222,P014,S003,2,24.00,1.20,25.20,Upi,9.90
INV00570,2024-01-23,C0131,P013,S002,1,15.00,0.75,15.75,Cash,9.20
INV00571,2024-01-12,C0017,P008,S003,3,66.00,3.30,69.30,Cash,9.90
INV00572,2024-08-23,C0125,P004,S002,1,7.00,0.35,7.35,Upi,8.90
INV00573,2024-08-31,C0074,P002,S002,2,24.00,1.20,25.20,Cash,7.90
INV00574,2024-07-11,C0016,P010,S003,2,10.00,0.50,10.50,Card,6.50
INV00575,2024-03-03,C0039,P006,S002,1,14.00,0.70,14.70,Cash,5.50
INV00576,2024-07-08,C0134,P015,S003,1,35.00,1.75,36.75,Cash,7.20
INV00577,2024-12-24,C0207,P017,S001,3,60.00,3.00,63.00,Card,5.70
INV00578,2024-02-02,C0068,P006,S001,1,14.00,0.70,14.70,Card,6.30
INV00579,2024-07-15,C0109,P012,S003,1,18.00,0.90,18.90,Cash,8.80
INV00580,2024-09-03,C0099,P014,S001,1,12.00,0.60,12.60,Upi,7.30
INV00581,2024-10-21,C0211,P012,S003,1,18.00,0.90,18.90,Upi,5.80
INV00582,2024-11-21,C0230,P018,S001,2,64.00,3.20,67.20,Card,8.90
INV00583,2024-07-08,C0048,P017,S002,5,100.00,5.00,105.00,Cash,7.20
INV00584,2024-04-14,C0109,P005,S001,2,13.00,0.65,13.65,Upi,6.50
INV00585,2024-06-23,C0047,P008,S001,1,22.00,1.10,23.10,Card,6.60
INV00586,2024-01-13,C0021,P010,S003,1,5.00,0.25,5.25,Cash,6.00
INV00587,2024-06-16,C0042,P008,S003,2,44.00,2.20,46.20,Cash,8.50
INV00588,2024-05-04,C0224,P012,S001,2,36.00,1.80,37.80,Upi,7.90
INV00589,2024-05-02,C0088,P003,S001,1,9.50,0.48,9.98,Cash,8.00
INV00590,2024-09-22,C0027,P004,S001,5,35.00,1.75,36.75,Cash,7.10
INV00591,2024-11-23,C0032,P013,S002,3,45.00,2.25,47.25,Cash,8.40
INV00592,2024-03-31,C0114,P001,S001,2,37.00,1.85,38.85,Cash,9.60
INV00593,2024-02-16,C0104,P009,S001,2,23.00,1.15,24.15,Upi,6.50
INV00594,2024-12-23,C0086,P011,S001,3,75.00,3.75,78.75,Card,9.40
INV00595,2024-12-24,C0091,P004,S003,2,14.00,0.70,14.70,Upi,5.80
INV00596,2024-05-06,C0228,P010,S003,2,10.00,0.50,10.50,Cash,9.80
INV00597,2024-10-04,C0128,P002,S001,1,12.00,0.60,12.60,Upi,8.70
INV00598,2024-02-09,C0113,P017,S003,3,60.00,3.00,63.00,Cash,8.30
INV00599,2024-07-19,C0128,P008,S001,5,110.00,5.50,115.50,Cash,7.80
INV00600,2024-02-23,C0059,P010,S002,3,15.00,0.75,15.75,Card,9.70
INV00601,2024-11-25,C0040,P006,S002,2,28.00,1.40,29.40,Card,5.60
INV00602,2024-01-23,C0141,P014,S001,3,36.00,1.80,37.80,Card,8.40
INV00603,2024-01-14,C0143,P002,S001,4,48.00,2.40,50.40,Upi,5.90
INV00604,2024-09-21,C0125,P013,S003,1,15.00,0.75,15.75,Cash,8.90
INV00605,2024-12-11,C0015,P006,S003,1,14.00,0.70,14.70,Card,8.00
INV00606,2024-08-16,C0113,P007,S002,4,32.00,1.60,33.60,Upi,9.50
INV00607,2024-05-28,C0011,P003,S002,1,9.50,0.48,9.98,Upi,9.80
INV00608,2024-03-22,C0049,P012,S001,3,54.00,2.70,56.70,Cash,6.00
INV00609,2024-12-10,C0190,P017,S003,3,60.00,3.00,63.00,Cash,5.70
INV00610,2024-07-17,C0027,P006,S003,1,14.00,0.70,14.70,Upi,9.40
INV00611,2024-08-02,C0011,P007,S002,2,16.00,0.80,16.80,Card,7.40
INV00612,2024-04-05,C0037,P017,S001,2,40.00,2.00,42.00,Cash,6.40
INV00613,2024-01-13,C0002,P018,S001,1,32.00,1.60,33.60,Cash,7.40
INV00614,2024-05-11,C0044,P018,S001,1,32.00,1.60,33.60,Card,7.30
INV00615,2024-08-30,C0089,P002,S001,1,12.00,0.60,12.60,Upi,8.90
INV00616,2024-09-13,C0061,P013,S002,3,45.00,2.25,47.25,Card,8.40
INV00617,2024-04-08,C0058,P006,S003,1,14.00,0.70,14.70,Cash,6.00
INV00618,2024-08-13,C0021,P002,S003,2,24.00,1.20,25.20,Card,8.50
INV00619,2024-11-13,C0071,P014,S001,2,24.00,1.20,25.20,Card,7.80
INV00620,2024-12-18,C0129,P005,S001,4,26.00,1.30,27.30,Card,8.30
INV00621,2024-07-06,C0053,P009,S002,3,34.50,1.73,36.23,Upi,5.50
INV00622,2024-06-28,C0049,P016,S002,1,9.00,0.45,9.45,Cash,6.50
INV00623,2024-08-07,C0056,P017,S002,3,60.00,3.00,63.00,Card,9.90
INV00624,2024-01-06,C0066,P017,S002,2,40.00,2.00,42.00,Upi,6.10
INV00625,2024-06-14,C0157,P004,S003,1,7.00,0.35,7.35,Cash,6.60
INV00626,2024-06-04,C0148,P008,S002,3,66.00,3.30,69.30,Cash,8.40
INV00627,2024-05-21,C0095,P004,S002,2,14.00,0.70,14.70,Upi,7.00
INV00628,2024-09-22,C0072,P011,S001,4,100.00,5.00,105.00,Upi,6.20
INV00629,2024-11-18,C0043,P004,S002,1,7.00,0.35,7.35,Upi,6.90
INV00630,2024-12-24,C0227,P010,S003,3,15.00,0.75,15.75,Card,5.70
INV00631,2024-01-11,C0140,P005,S002,3,19.50,0.98,20.48,Upi,7.90
INV00632,2024-06-16,C0094,P013,S002,1,15.00,0.75,15.75,Upi,9.90
INV00633,2024-12-06,C0068,P009,S001,3,34.50,1.73,36.23,Card,6.00
INV00634,2024-02-10,C0142,P016,S001,3,27.00,1.35,28.35,Card,9.90
INV00635,2024-08-10,C0070,P007,S002,2,16.00,0.80,16.80,Upi,5.60
INV00636,2024-07-22,C0167,P018,S001,1,32.00,1.60,33.60,Upi,5.80
INV00637,2024-06-21,C0086,P006,S002,3,42.00,2.10,44.10,Cash,8.40
INV00638,2024-06-22,C0098,P005,S003,1,6.50,0.33,6.83,Upi,7.80
